Catalogue/Guidebook Title,Exhibition Title,Publishing Info,Curator(s),Artwork Number,Artwork Title,Artist Name,Artwork Location,Location Lat.,Location Long.,Artwork Specific Loc.,Artwork Lat.,Artwork Long.,Artist BY/Est.,Artist DY,Artist Birthplace,Artist Workplace
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",64,Suntitled (2019),Hannah Black; Ebba Fransén Waldhör,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1981; 1984,NA,"Manchester, UK; Lund, Switzerland","New York, USA; Berlin, Germany"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",65,Any Way the Wind Blows (2018–2019),Tracey Rose,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1974,NA,"Durban, South Africa","Durban, South Africa"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",66,Perruques Architectures Émirats Arabes Unis (2019),Meschac Gaba,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1961,NA,"Cotonou, Benin","Cotonou, Benin"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",67,The Letter Writing Project (1998/2019),Lee Mingwei,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1964,NA,"Taichung, Taiwan","New York, USA; Paris, France"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",68,Various works (2012–2017),Shiraz Bayjoo,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1979,NA,"Port Louis, Mauritius","London, UK; Port Louis, Mauritius"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",69,Spheres (2017),Rohini Devasher,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1978,NA,"New Delhi, India","Noida, India"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",70,Romance Section (2016–2019),Lantian Xie,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1988,NA,"Jiangsu, China","Dubai, UAE"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",71,tagatanu`u (2017–ongoing),Léuli Eshrāghi,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1986,NA,"Yuwibara Nation territory, Australia","Melbourne, Australia; Montreal, Canada"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",72,Keroncong Concordia (2019),Jompet Kuswidananto,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1976,NA,"Yogyakarta, Indonesia","Yogyakarta, Indonesia"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",73,house of MAKEdbA (2019),Neo Muyanga,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1974,NA,"Soweto, South Africa","Cape Town, South Africa"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",74,Popular Extinctions (2019),Kawayan de Guia,Al Hamriyah,25.46121,55.54813,Al Hamriyah Courtyard,25.481576,55.499275,1979,NA,"Baguio City, Philippines","Baguio City, Philippines"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",75,"Untitled (inwardness, juice, natures) (2019)",Isabel Lewis; Matthew Lutz-Kinoy & HACKLANDER / HATAM,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1981; 1984; 1986; 1967,NA,"Santo Domingo, Dominican Republic; Brooklyn, USA; Minneapolis, USA; Tehran, Iran","Lewis, HACKLANDER / HATAM in Berlin; Lutz-Kinoy in Paris"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",76,Sympoiesis Observatory (2019),Nikolaus Gansterer,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1974,NA,"Klosterneuburg, Austria","Vienna, Austria; Brussels, Belgium"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",77,I Belnog to the Distance (2019),Torkawase Dyson,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1973,NA,"Chicago, USA","Newburgh, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",78,Land of Zanj (2019),Mohau Modisakeng,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1986,NA,"Johannesburg, South Africa","Johannesburg, South Africa; Cape Town, South Africa"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",79,Even the Stars Look Lonesome,Caecilia Tripp,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1968,NA,"Frankfurt, Germany","New York, USA; Toronto, Canada"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",80,Blida-Joinville,Mohamed Bourouissa,Kalba,24.99816,56.27207,Kalba Kindergarten,25.063557,56.354259,1978,NA,"Blida, Algeria","Paris, France"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",81,The Trans-National,New Orleans Airlift,Offsite Venues,NA,NA,Umm Al Quwain Abandoned Airplane Site,25.580264,55.652881,2008,NA,"New Orleans, USA","New Orleans, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",82,Knowledge Market: Speculative Collective (2019),Gudskul,Offsite Venues,NA,NA,Offsite,NA,NA,2018,NA,"Jakarta, Indonesia","Jakarta, Indonesia"
